sale_id,date,store_id,region,product_id,category,units_sold,unit_price,revenue,promotion_flag,on_hand_units,lead_time_days,safety_stock,recommended_reorder_qty,stockout_risk_flag
SALE-500046,2025-05-23,STORE-02,West,PROD-1370,Grocery,17,166.53,2831.01,False,192,5,37,0,False
SALE-500047,2025-05-13,STORE-01,East,PROD-1791,Household,7,80.37,562.59,True,62,7,33,20,False
SALE-500048,2024-01-28,STORE-04,Midwest,PROD-1035,Apparel,13,41.46,538.98,False,168,14,90,104,False
SALE-500049,2024-06-26,STORE-05,East,PROD-1763,Health,3,35.33,105.99,False,47,3,9,0,False
SALE-500050,2024-08-01,STORE-09,East,PROD-1536,Grocery,5,28.43,142.15,False,53,7,28,10,False
SALE-500051,2024-05-08,STORE-07,South,PROD-1627,Apparel,4,55.08,220.32,False,7,7,25,46,True
SALE-500052,2024-11-06,STORE-02,West,PROD-1486,Health,2,59.93,119.86,False,17,3,7,0,False
SALE-500053,2024-12-13,STORE-02,West,PROD-1605,Grocery,16,125.47,2007.52,False,157,7,50,5,False
SALE-500054,2024-01-29,STORE-07,South,PROD-1612,Grocery,20,74.15,1483.0,False,243,10,80,37,False
SALE-500055,2025-03-24,STORE-09,East,PROD-1270,Grocery,10,127.24,1272.4,False,61,14,79,158,True
SALE-500056,2025-04-08,STORE-02,West,PROD-1309,Health,4,140.49,561.96,False,81,5,18,0,False
SALE-500057,2025-01-22,STORE-08,Midwest,PROD-1019,Electronics,6,763.81,4582.86,False,99,10,44,5,False
SALE-500058,2024-02-10,STORE-10,West,PROD-1008,Household,7,28.1,196.7,False,67,5,23,0,False
SALE-500059,2024-01-14,STORE-04,Midwest,PROD-1542,Household,6,92.66,555.96,True,106,3,13,0,False
SALE-500060,2025-06-08,STORE-03,South,PROD-1661,Electronics,2,436.02,872.04,False,33,3,7,0,False
SALE-500061,2024-06-15,STORE-10,West,PROD-1763,Health,6,35.33,211.98,False,111,10,44,0,False
SALE-500062,2024-11-21,STORE-05,East,PROD-1682,Grocery,28,124.83,3495.24,False,281,5,47,0,False
SALE-500063,2024-11-18,STORE-04,Midwest,PROD-1209,Health,11,74.75,822.25,True,320,10,59,0,False
SALE-500064,2025-05-27,STORE-12,Midwest,PROD-1048,Grocery,15,107.46,1611.9,False,254,7,48,0,False
SALE-500065,2024-10-28,STORE-11,South,PROD-1464,Health,13,23.33,303.29,False,181,7,45,0,False
SALE-500066,2024-08-19,STORE-02,West,PROD-1332,Household,4,88.34,353.36,False,95,10,36,0,False
SALE-500067,2025-02-14,STORE-11,South,PROD-1767,Household,3,114.43,343.29,False,69,3,9,0,False
SALE-500068,2025-02-08,STORE-05,East,PROD-1253,Health,3,67.63,202.89,False,50,14,43,35,False
SALE-500069,2025-02-18,STORE-09,East,PROD-1156,Seasonal,17,86.92,1477.64,False,382,7,51,0,False
SALE-500070,2025-06-11,STORE-10,West,PROD-1411,Grocery,9,71.55,643.95,False,141,5,27,0,False
SALE-500071,2024-09-20,STORE-09,East,PROD-1243,Household,20,108.67,2173.4,False,245,14,112,147,False
SALE-500072,2024-04-26,STORE-03,South,PROD-1353,Grocery,6,87.95,527.7,False,90,5,22,0,False
SALE-500073,2025-07-10,STORE-08,Midwest,PROD-1296,Grocery,33,26.7,881.1,False,307,5,51,0,False
SALE-500074,2024-07-05,STORE-04,Midwest,PROD-1352,Electronics,0,423.21,0.0,False,0,3,5,5,True
SALE-500075,2024-09-04,STORE-10,West,PROD-1787,Electronics,5,489.12,2445.6,True,32,14,56,94,True
SALE-500076,2024-08-29,STORE-10,West,PROD-1553,Household,6,96.96,581.76,False,127,10,44,0,False
SALE-500077,2024-03-28,STORE-11,South,PROD-1556,Household,6,36.83,220.98,False,86,5,22,0,False
SALE-500078,2024-05-16,STORE-03,South,PROD-1703,Grocery,6,121.71,730.26,False,182,7,30,0,False
SALE-500079,2025-09-07,STORE-05,East,PROD-1665,Electronics,10,295.4,2954.0,True,219,7,39,0,False
SALE-500080,2025-07-05,STORE-07,South,PROD-1020,Grocery,12,141.96,1703.52,False,81,7,43,46,False
SALE-500081,2024-11-15,STORE-07,South,PROD-1600,Grocery,20,13.16,263.2,True,438,5,40,0,False
SALE-500082,2024-09-22,STORE-06,West,PROD-1260,Household,16,33.82,541.12,False,26,5,36,90,True
SALE-500083,2025-09-15,STORE-06,West,PROD-1699,Grocery,8,51.05,408.4,False,116,10,50,14,False
SALE-500084,2024-12-25,STORE-12,Midwest,PROD-1690,Electronics,1,678.84,678.84,False,12,3,5,0,False
SALE-500085,2024-05-02,STORE-03,South,PROD-1406,Household,7,36.79,257.53,False,104,5,23,0,False
SALE-500086,2024-09-05,STORE-01,East,PROD-1791,Household,1,80.37,80.37,False,4,3,5,4,True
SALE-500087,2024-12-26,STORE-10,West,PROD-1392,Grocery,6,30.54,183.24,False,116,7,30,0,False
SALE-500088,2024-04-16,STORE-09,East,PROD-1216,Grocery,20,160.1,3202.0,True,311,5,40,0,False
SALE-500089,2025-03-21,STORE-08,Midwest,PROD-1257,Health,2,90.5,181.0,True,55,5,12,0,False
SALE-500090,2025-02-26,STORE-05,East,PROD-1072,Apparel,16,157.95,2527.2,False,66,7,50,96,False
SALE-500091,2025-04-20,STORE-01,East,PROD-1457,Household,3,126.99,380.97,False,34,3,9,0,False
SALE-500092,2025-09-15,STORE-10,West,PROD-1411,Grocery,7,71.55,500.85,False,61,7,33,21,False
SALE-500093,2024-08-31,STORE-01,East,PROD-1687,Household,4,63.08,252.32,False,37,3,10,0,False
SALE-500094,2025-03-27,STORE-06,West,PROD-1293,Grocery,12,17.97,215.64,False,19,7,43,108,True
SALE-500095,2025-02-17,STORE-11,South,PROD-1604,Seasonal,4,10.0,40.0,False,82,7,25,0,False
SALE-500096,2025-01-25,STORE-11,South,PROD-1661,Electronics,5,436.02,2180.1,False,109,5,20,0,False
SALE-500097,2024-06-23,STORE-06,West,PROD-1714,Health,5,128.65,643.25,False,96,5,20,0,False
SALE-500098,2025-02-15,STORE-06,West,PROD-1504,Household,12,45.45,545.4,False,66,7,43,61,False
SALE-500099,2025-01-17,STORE-02,West,PROD-1310,Health,5,84.23,421.15,False,75,5,20,0,False
SALE-500100,2024-01-05,STORE-09,East,PROD-1024,Seasonal,1,63.62,63.62,False,0,14,25,39,True
SALE-500101,2024-02-20,STORE-01,East,PROD-1732,Grocery,11,87.77,965.47,True,98,3,17,0,False
SALE-500102,2024-12-13,STORE-10,West,PROD-1049,Household,9,149.86,1348.74,False,86,5,27,0,False
SALE-500103,2024-03-04,STORE-05,East,PROD-1690,Electronics,1,678.84,678.84,False,3,10,18,25,True
SALE-500104,2024-09-12,STORE-12,Midwest,PROD-1255,Grocery,8,74.33,594.64,False,154,5,25,0,False
SALE-500105,2025-08-01,STORE-09,East,PROD-1347,Apparel,5,92.16,460.8,False,89,7,28,0,False
SALE-500106,2025-06-26,STORE-09,East,PROD-1404,Health,1,81.59,81.59,False,0,10,18,28,True
SALE-500107,2025-08-13,STORE-08,Midwest,PROD-1549,Seasonal,1,95.14,95.14,False,37,10,18,0,False
SALE-500108,2024-05-07,STORE-03,South,PROD-1464,Health,8,23.33,186.64,False,126,7,35,0,False
SALE-500109,2025-04-24,STORE-06,West,PROD-1451,Grocery,4,83.5,334.0,False,79,5,18,0,False
SALE-500110,2025-05-31,STORE-09,East,PROD-1044,Grocery,10,150.41,1504.1,False,178,3,17,0,False
SALE-500111,2025-08-27,STORE-07,South,PROD-1343,Grocery,27,20.0,540.0,False,332,5,46,0,False
SALE-500112,2025-11-19,STORE-05,East,PROD-1683,Seasonal,4,21.58,86.32,False,70,5,18,0,False
SALE-500113,2025-05-29,STORE-01,East,PROD-1591,Electronics,9,688.11,6192.99,False,132,5,27,0,False
SALE-500114,2024-04-15,STORE-08,Midwest,PROD-1419,Health,10,90.44,904.4,False,45,3,17,2,False
SALE-500115,2025-11-03,STORE-07,South,PROD-1545,Grocery,22,115.87,2549.14,True,404,5,42,0,False
SALE-500116,2024-04-29,STORE-03,South,PROD-1494,Grocery,19,51.98,987.62,False,281,5,39,0,False
SALE-500117,2025-08-10,STORE-05,East,PROD-1762,Grocery,16,126.87,2029.92,True,243,7,50,0,False
SALE-500118,2024-09-30,STORE-01,East,PROD-1753,Grocery,4,17.11,68.44,False,29,7,25,24,False
SALE-500119,2025-12-23,STORE-07,South,PROD-1243,Household,13,108.67,1412.71,False,183,7,45,0,False
SALE-500120,2024-07-06,STORE-05,East,PROD-1662,Apparel,14,64.18,898.52,False,199,14,94,91,False
SALE-500121,2024-08-31,STORE-05,East,PROD-1234,Household,12,103.48,1241.76,False,56,3,18,0,False
SALE-500122,2024-12-26,STORE-06,West,PROD-1425,Grocery,39,114.14,4451.46,False,687,3,33,0,False
SALE-500123,2024-03-08,STORE-05,East,PROD-1652,Grocery,38,74.67,2837.46,False,205,5,55,40,False
SALE-500124,2024-09-25,STORE-10,West,PROD-1190,Grocery,7,28.37,198.59,True,146,3,14,0,False
SALE-500125,2025-04-29,STORE-10,West,PROD-1336,Grocery,33,90.99,3002.67,False,633,7,72,0,False
SALE-500126,2024-02-29,STORE-06,West,PROD-1254,Household,8,70.22,561.76,False,89,10,50,41,False
SALE-500127,2024-03-03,STORE-02,West,PROD-1551,Apparel,6,45.42,272.52,False,63,7,30,9,False
SALE-500128,2024-06-04,STORE-05,East,PROD-1248,Health,20,78.62,1572.4,False,388,10,80,0,False
SALE-500129,2024-04-11,STORE-05,East,PROD-1493,Grocery,17,38.53,655.01,False,426,7,51,0,False
SALE-500130,2025-07-08,STORE-09,East,PROD-1641,Seasonal,11,56.69,623.59,False,201,5,29,0,False
SALE-500131,2025-07-16,STORE-05,East,PROD-1171,Health,11,81.89,900.79,True,78,5,29,6,False
SALE-500132,2025-03-14,STORE-11,South,PROD-1308,Grocery,18,112.05,2016.9,False,320,5,38,0,False
SALE-500133,2024-10-06,STORE-06,West,PROD-1139,Apparel,2,130.46,260.92,False,10,10,25,35,True
SALE-500134,2024-07-09,STORE-11,South,PROD-1299,Household,9,99.73,897.57,False,36,5,27,36,False
SALE-500135,2025-06-25,STORE-05,East,PROD-1289,Health,8,100.01,800.08,False,91,10,50,39,False
SALE-500136,2024-07-08,STORE-01,East,PROD-1665,Electronics,8,295.4,2363.2,False,125,10,50,5,False
SALE-500137,2024-06-23,STORE-09,East,PROD-1796,Health,34,91.29,3103.86,True,904,7,73,0,False
SALE-500138,2024-06-10,STORE-03,South,PROD-1675,Grocery,3,122.74,368.22,False,45,5,15,0,False
SALE-500139,2024-12-02,STORE-12,Midwest,PROD-1258,Household,16,49.77,796.32,True,288,10,72,0,False
SALE-500140,2024-09-11,STORE-06,West,PROD-1639,Household,4,123.32,493.28,False,14,10,36,62,True
SALE-500141,2025-07-06,STORE-12,Midwest,PROD-1319,Grocery,33,53.0,1749.0,False,163,3,31,0,False
SALE-500142,2025-07-20,STORE-11,South,PROD-1416,Household,2,39.04,78.08,False,7,5,12,15,True
SALE-500143,2025-03-03,STORE-05,East,PROD-1115,Health,18,72.19,1299.42,False,149,5,38,0,False
SALE-500144,2025-12-17,STORE-12,Midwest,PROD-1571,Seasonal,2,35.53,71.06,False,7,7,17,24,True
SALE-500145,2024-03-03,STORE-04,Midwest,PROD-1560,Household,16,123.66,1978.56,False,164,7,50,0,False
SALE-500146,2025-07-31,STORE-03,South,PROD-1764,Electronics,9,297.84,2680.56,False,103,3,16,0,False
SALE-500147,2025-05-16,STORE-10,West,PROD-1274,Apparel,17,61.38,1043.46,True,237,7,51,0,False
SALE-500148,2025-10-04,STORE-12,Midwest,PROD-1294,Household,4,99.66,398.64,False,47,5,18,0,False
SALE-500149,2024-04-20,STORE-01,East,PROD-1521,Grocery,9,63.25,569.25,False,39,7,37,61,False
SALE-500150,2024-01-25,STORE-12,Midwest,PROD-1093,Seasonal,6,107.58,645.48,False,110,7,30,0,False
SALE-500151,2024-07-06,STORE-10,West,PROD-1038,Grocery,19,108.87,2068.53,False,152,3,23,0,False
SALE-500152,2024-08-28,STORE-03,South,PROD-1016,Apparel,4,23.89,95.56,False,23,7,25,30,True
SALE-500153,2024-10-13,STORE-01,East,PROD-1252,Household,9,116.95,1052.55,False,143,5,27,0,False
SALE-500154,2024-07-20,STORE-06,West,PROD-1350,Apparel,9,81.1,729.9,False,183,5,27,0,False
SALE-500155,2025-01-27,STORE-04,Midwest,PROD-1566,Grocery,10,70.02,700.2,True,156,7,39,0,False
SALE-500156,2025-02-05,STORE-01,East,PROD-1619,Health,5,102.7,513.5,False,72,3,12,0,False
SALE-500157,2024-12-18,STORE-06,West,PROD-1252,Household,9,116.95,1052.55,False,128,14,75,73,False
SALE-500158,2024-11-03,STORE-04,Midwest,PROD-1438,Household,11,9.01,99.11,False,247,14,83,0,False
SALE-500159,2024-07-11,STORE-11,South,PROD-1723,Household,5,112.95,564.75,False,56,5,20,0,False
SALE-500160,2025-03-13,STORE-07,South,PROD-1779,Health,20,62.49,1249.8,True,526,7,56,0,False
SALE-500161,2024-02-26,STORE-12,Midwest,PROD-1038,Grocery,8,108.87,870.96,False,145,3,15,0,False
SALE-500162,2024-08-15,STORE-08,Midwest,PROD-1759,Household,4,17.88,71.52,False,83,3,10,0,False
SALE-500163,2025-03-07,STORE-01,East,PROD-1184,Grocery,7,143.22,1002.54,False,104,5,23,0,False
SALE-500164,2025-11-27,STORE-03,South,PROD-1673,Grocery,15,33.09,496.35,False,279,10,69,0,False
SALE-500165,2025-10-07,STORE-07,South,PROD-1334,Grocery,6,50.44,302.64,False,66,5,22,0,False
SALE-500166,2024-08-23,STORE-07,South,PROD-1420,Household,5,20.81,104.05,True,44,7,28,19,False
SALE-500167,2025-12-11,STORE-11,South,PROD-1709,Seasonal,0,21.82,0.0,False,0,5,9,9,True
SALE-500168,2024-10-16,STORE-03,South,PROD-1577,Grocery,4,124.88,499.52,False,27,3,10,0,False
SALE-500169,2025-10-22,STORE-05,East,PROD-1479,Health,18,111.52,2007.36,False,237,7,53,0,False
SALE-500170,2025-12-22,STORE-06,West,PROD-1056,Electronics,6,487.54,2925.24,False,55,3,13,0,False
SALE-500171,2024-11-30,STORE-02,West,PROD-1384,Apparel,6,86.68,520.08,True,92,5,22,0,False
SALE-500172,2025-10-26,STORE-10,West,PROD-1604,Seasonal,0,10.0,0.0,False,0,7,12,12,True
SALE-500173,2024-12-18,STORE-06,West,PROD-1162,Grocery,7,12.11,84.77,False,23,10,47,94,True
SALE-500174,2024-09-17,STORE-05,East,PROD-1039,Apparel,0,103.99,0.0,False,0,5,9,9,True
SALE-500175,2025-02-23,STORE-03,South,PROD-1047,Grocery,31,6.22,192.82,False,445,14,140,129,False
SALE-500176,2025-11-18,STORE-07,South,PROD-1412,Electronics,6,318.29,1909.74,False,47,7,30,25,False
SALE-500177,2024-07-13,STORE-06,West,PROD-1597,Health,3,29.66,88.98,False,30,7,21,12,False
SALE-500178,2024-08-26,STORE-10,West,PROD-1336,Grocery,23,90.99,2092.77,True,65,7,60,156,False
SALE-500179,2025-12-17,STORE-01,East,PROD-1526,Grocery,15,158.16,2372.4,False,197,5,34,0,False
SALE-500180,2024-11-10,STORE-05,East,PROD-1500,Grocery,15,20.44,306.6,False,329,5,34,0,False
SALE-500181,2024-01-11,STORE-04,Midwest,PROD-1680,Apparel,14,27.13,379.82,True,218,5,33,0,False
SALE-500182,2024-03-29,STORE-02,West,PROD-1698,Grocery,19,142.94,2715.86,False,252,7,54,0,False
SALE-500183,2024-08-20,STORE-05,East,PROD-1472,Household,1,90.96,90.96,False,22,3,5,0,False
SALE-500184,2025-03-29,STORE-12,Midwest,PROD-1497,Grocery,43,49.24,2117.32,False,899,10,118,0,False
SALE-500185,2025-10-16,STORE-01,East,PROD-1680,Apparel,6,27.13,162.78,False,23,7,30,49,True
SALE-500186,2025-02-12,STORE-12,Midwest,PROD-1337,Household,7,71.81,502.67,False,61,3,14,0,False
SALE-500187,2024-05-20,STORE-08,Midwest,PROD-1630,Electronics,8,501.39,4011.12,False,79,5,25,0,False
SALE-500188,2024-02-07,STORE-01,East,PROD-1110,Electronics,2,67.36,134.72,False,17,7,17,14,False
SALE-500189,2025-10-30,STORE-08,Midwest,PROD-1354,Grocery,18,26.37,474.66,False,195,10,76,61,False
SALE-500190,2025-09-08,STORE-11,South,PROD-1217,Seasonal,0,53.95,0.0,False,0,10,18,18,True
SALE-500191,2024-07-29,STORE-06,West,PROD-1719,Health,10,40.21,402.1,False,113,3,17,0,False
SALE-500192,2024-10-30,STORE-07,South,PROD-1121,Grocery,10,97.22,972.2,False,111,3,17,0,False
SALE-500193,2024-02-24,STORE-10,West,PROD-1720,Apparel,2,56.9,113.8,False,45,3,7,0,False
SALE-500194,2025-08-27,STORE-08,Midwest,PROD-1478,Health,17,49.56,842.52,False,237,5,37,0,False
SALE-500195,2025-07-03,STORE-06,West,PROD-1789,Apparel,3,95.42,286.26,False,41,3,9,0,False
SALE-500196,2025-12-24,STORE-12,Midwest,PROD-1681,Health,8,107.13,857.04,False,39,7,35,52,False
SALE-500197,2024-09-28,STORE-10,West,PROD-1083,Electronics,1,719.24,719.24,False,6,7,12,13,True
SALE-500198,2025-08-24,STORE-02,West,PROD-1016,Apparel,8,23.89,191.12,False,142,7,35,0,False
SALE-500199,2024-11-19,STORE-03,South,PROD-1381,Apparel,1,108.7,108.7,False,11,5,9,3,False
SALE-500200,2025-03-12,STORE-01,East,PROD-1037,Household,24,85.12,2042.88,False,107,5,44,57,False
SALE-500201,2025-03-01,STORE-05,East,PROD-1773,Electronics,8,839.93,6719.44,False,61,7,35,30,False
SALE-500202,2025-12-11,STORE-05,East,PROD-1768,Seasonal,14,111.11,1555.54,False,171,5,33,0,False
SALE-500203,2025-05-17,STORE-04,Midwest,PROD-1113,Grocery,13,149.95,1949.35,False,139,7,45,0,False
SALE-500204,2025-10-09,STORE-02,West,PROD-1067,Household,7,78.93,552.51,False,19,7,33,63,True
SALE-500205,2024-01-26,STORE-04,Midwest,PROD-1773,Electronics,3,839.93,2519.79,False,64,3,9,0,False
SALE-500206,2025-03-16,STORE-04,Midwest,PROD-1748,Grocery,24,124.92,2998.08,False,496,3,26,0,False
SALE-500207,2024-08-20,STORE-04,Midwest,PROD-1747,Apparel,6,88.36,530.16,False,62,7,30,10,False
SALE-500208,2024-05-31,STORE-09,East,PROD-1218,Health,10,101.44,1014.4,False,28,3,17,19,False
SALE-500209,2024-10-08,STORE-02,West,PROD-1373,Electronics,1,779.54,779.54,True,15,5,9,0,False
SALE-500210,2025-08-20,STORE-11,South,PROD-1258,Household,8,49.77,398.16,False,106,14,71,77,False
SALE-500211,2025-10-20,STORE-06,West,PROD-1768,Seasonal,17,111.11,1888.87,False,332,7,51,0,False
SALE-500212,2024-08-12,STORE-09,East,PROD-1010,Grocery,15,132.26,1983.9,False,162,7,48,0,False
SALE-500213,2025-02-28,STORE-06,West,PROD-1399,Grocery,8,24.33,194.64,False,102,14,71,81,False
SALE-500214,2025-12-28,STORE-02,West,PROD-1231,Electronics,18,263.32,4739.76,False,258,7,53,0,False
SALE-500215,2025-05-25,STORE-09,East,PROD-1155,Electronics,1,388.63,388.63,False,20,5,9,0,False
SALE-500216,2025-01-24,STORE-10,West,PROD-1169,Electronics,9,374.98,3374.82,False,132,5,27,0,False
SALE-500217,2024-09-23,STORE-07,South,PROD-1529,Apparel,5,67.77,338.85,True,68,7,28,0,False
SALE-500218,2024-07-05,STORE-08,Midwest,PROD-1677,Health,5,41.06,205.3,False,54,5,20,0,False
SALE-500219,2025-09-17,STORE-02,West,PROD-1644,Household,11,12.78,140.58,False,160,10,59,9,False
SALE-500220,2024-09-06,STORE-03,South,PROD-1401,Grocery,12,127.56,1530.72,False,249,10,62,0,False
SALE-500221,2025-12-20,STORE-01,East,PROD-1097,Grocery,9,45.59,410.31,False,72,3,16,0,False
SALE-500222,2024-12-20,STORE-10,West,PROD-1123,Grocery,13,10.17,132.21,False,218,5,32,0,False
SALE-500223,2024-12-14,STORE-07,South,PROD-1587,Household,10,96.26,962.6,False,172,7,39,0,False
SALE-500224,2025-12-05,STORE-07,South,PROD-1240,Grocery,13,101.91,1324.83,False,257,5,32,0,False
SALE-500225,2025-01-29,STORE-01,East,PROD-1321,Household,34,104.74,3561.16,False,460,3,31,0,False
SALE-500226,2025-01-28,STORE-11,South,PROD-1732,Grocery,11,87.77,965.47,True,110,3,17,0,False
SALE-500227,2025-02-12,STORE-12,Midwest,PROD-1472,Household,2,90.96,181.92,False,42,7,17,0,False
SALE-500228,2024-11-22,STORE-02,West,PROD-1596,Grocery,11,11.58,127.38,False,313,7,41,0,False
SALE-500229,2025-07-22,STORE-04,Midwest,PROD-1291,Apparel,6,25.08,150.48,False,53,5,22,0,False
SALE-500230,2024-05-09,STORE-05,East,PROD-1424,Seasonal,3,130.43,391.29,False,62,5,15,0,False
SALE-500231,2024-11-30,STORE-03,South,PROD-1461,Health,3,79.83,239.49,False,30,7,21,12,False
SALE-500232,2025-09-13,STORE-07,South,PROD-1343,Grocery,31,20.0,620.0,False,416,10,100,0,False
SALE-500233,2024-04-03,STORE-03,South,PROD-1234,Household,15,103.48,1552.2,True,300,7,48,0,False
SALE-500234,2025-04-07,STORE-09,East,PROD-1482,Health,2,50.66,101.32,False,50,5,12,0,False
SALE-500235,2024-04-19,STORE-12,Midwest,PROD-1530,Health,13,84.57,1099.41,True,231,14,90,41,False
SALE-500236,2024-12-13,STORE-05,East,PROD-1175,Grocery,6,11.14,66.84,False,102,14,61,43,False
SALE-500237,2025-05-19,STORE-03,South,PROD-1193,Health,4,49.94,199.76,False,57,3,10,0,False
SALE-500238,2025-11-07,STORE-08,Midwest,PROD-1763,Health,6,35.33,211.98,True,85,10,44,19,False
SALE-500239,2024-11-22,STORE-03,South,PROD-1306,Household,4,89.06,356.24,False,59,5,18,0,False
SALE-500240,2024-04-19,STORE-02,West,PROD-1463,Grocery,27,61.64,1664.28,True,613,14,130,0,False
SALE-500241,2025-02-28,STORE-07,South,PROD-1582,Seasonal,15,46.5,697.5,True,64,7,48,89,False
SALE-500242,2025-02-12,STORE-08,Midwest,PROD-1490,Grocery,19,39.27,746.13,True,283,7,54,0,False
SALE-500243,2025-02-12,STORE-12,Midwest,PROD-1725,Household,20,36.55,731.0,False,211,5,40,0,False
SALE-500244,2024-10-22,STORE-10,West,PROD-1616,Household,1,123.09,123.09,False,0,3,5,8,True
