store_id,product_id,category,avg_daily_units,avg_on_hand,avg_lead_time,avg_price,forecast_30_day_units,reorder_point,inventory_action
STORE-01,PROD-1081,Household,17.666666666666668,320.0,6.666666666666667,51.34,561,170,Monitor
STORE-01,PROD-1082,Household,2.0,32.0,10.0,109.89,56,51,Reorder
STORE-01,PROD-1083,Electronics,2.4,39.4,5.6,719.24,75,32,Monitor
STORE-01,PROD-1084,Health,19.0,228.6,5.4,28.3,618,146,Monitor
STORE-01,PROD-1085,Grocery,14.4,176.4,7.8,119.47,442,167,Monitor
STORE-01,PROD-1086,Apparel,3.0,56.0,5.0,5.19,89,33,Monitor
STORE-01,PROD-1087,Electronics,3.0,35.0,7.0,631.92,93,46,Reorder
STORE-01,PROD-1088,Seasonal,3.1666666666666665,55.333333333333336,7.666666666666667,65.4,93,52,Monitor
STORE-01,PROD-1089,Grocery,19.333333333333332,272.3333333333333,8.666666666666666,43.47,674,238,Monitor
STORE-01,PROD-1090,Grocery,25.0,136.0,14.0,100.45,735,478,Reorder
STORE-01,PROD-1091,Household,19.666666666666668,304.8333333333333,7.166666666666667,20.1,636,200,Monitor
STORE-01,PROD-1092,Apparel,17.25,344.75,9.5,32.35,576,237,Monitor
STORE-01,PROD-1093,Seasonal,6.666666666666667,88.0,8.333333333333334,107.58,215,97,Reorder
STORE-01,PROD-1094,Seasonal,2.0,41.5,6.0,149.89,59,31,Monitor
STORE-01,PROD-1095,Apparel,3.0,54.0,8.0,22.9,94,53,Monitor
STORE-01,PROD-1097,Grocery,12.333333333333334,177.33333333333334,4.333333333333333,45.59,383,82,Monitor
STORE-01,PROD-1098,Grocery,35.8,514.6,4.6,100.84,1111,215,Monitor
STORE-01,PROD-1099,Health,11.25,152.0,5.0,14.1,366,88,Monitor
STORE-01,PROD-1100,Grocery,16.8,116.4,5.4,11.91,517,132,Reorder
STORE-01,PROD-1101,Household,7.0,120.0,14.0,116.12,198,169,Reorder
STORE-01,PROD-1102,Apparel,5.25,65.75,8.0,28.74,167,78,Reorder
STORE-01,PROD-1103,Household,6.0,2.0,3.0,107.61,184,32,Reorder
STORE-01,PROD-1104,Grocery,8.5,82.75,10.25,97.29,269,144,Reorder
STORE-01,PROD-1105,Health,7.75,83.25,7.75,72.9,232,101,Reorder
STORE-01,PROD-1106,Apparel,11.5,210.0,5.0,32.39,317,89,Monitor
STORE-01,PROD-1107,Seasonal,3.3333333333333335,62.0,4.333333333333333,93.34999999999998,99,31,Monitor
STORE-01,PROD-1108,Apparel,7.142857142857143,55.142857142857146,6.0,125.89,194,74,Reorder
STORE-01,PROD-1109,Seasonal,13.833333333333334,210.66666666666666,6.333333333333333,24.820000000000004,438,132,Monitor
STORE-01,PROD-1110,Electronics,1.5,27.0,6.0,67.36,48,26,Monitor
STORE-01,PROD-1111,Grocery,25.5,302.5,9.5,129.07,773,330,Reorder
STORE-01,PROD-1112,Seasonal,4.0,90.0,5.0,118.96,126,40,Monitor
STORE-01,PROD-1113,Grocery,15.0,165.0,6.0,149.95,493,133,Monitor
STORE-01,PROD-1114,Grocery,15.857142857142858,260.7142857142857,5.714285714285714,132.83,552,133,Monitor
STORE-01,PROD-1115,Health,19.0,269.8333333333333,9.166666666666666,72.19,602,248,Monitor
STORE-01,PROD-1116,Electronics,3.6666666666666665,55.0,8.0,197.71,112,60,Reorder
STORE-01,PROD-1117,Seasonal,10.0,117.0,3.0,111.66,322,48,Monitor
STORE-01,PROD-1118,Grocery,7.714285714285714,136.42857142857142,6.714285714285714,121.05,256,87,Monitor
STORE-01,PROD-1119,Household,6.0,58.5,5.0,28.07,186,54,Monitor
STORE-01,PROD-1121,Grocery,12.5,232.0,6.0,97.22,400,115,Monitor
STORE-01,PROD-1122,Health,2.6666666666666665,38.666666666666664,5.0,53.04999999999999,85,31,Monitor
STORE-01,PROD-1123,Grocery,22.5,270.25,5.75,10.17,743,180,Monitor
STORE-01,PROD-1124,Apparel,4.666666666666667,58.333333333333336,8.333333333333334,22.47,151,75,Reorder
STORE-01,PROD-1125,Household,4.75,63.0,7.5,55.93,143,68,Reorder
STORE-01,PROD-1126,Electronics,7.0,88.0,5.0,188.9,244,60,Monitor
STORE-01,PROD-1127,Health,4.2,65.2,11.8,96.35,124,98,Reorder
STORE-01,PROD-1128,Grocery,22.0,346.0,6.0,62.87,673,184,Monitor
STORE-01,PROD-1129,Electronics,1.5,16.5,5.0,381.97,47,22,Reorder
STORE-01,PROD-1130,Grocery,4.5,108.0,9.5,9.69,130,83,Monitor
STORE-01,PROD-1131,Apparel,2.5,16.5,6.0,143.71,84,35,Reorder
STORE-01,PROD-1132,Apparel,3.25,46.75,5.0,28.5,104,35,Monitor
STORE-01,PROD-1133,Health,11.666666666666666,116.33333333333333,9.666666666666666,147.32,339,175,Reorder
STORE-01,PROD-1134,Health,2.3333333333333335,22.333333333333332,5.666666666666667,45.32,76,32,Reorder
STORE-01,PROD-1135,Health,7.75,157.0,6.75,18.73,254,88,Monitor
STORE-01,PROD-1136,Electronics,1.1666666666666667,11.0,7.0,399.55,38,27,Reorder
STORE-01,PROD-1137,Household,5.75,112.0,5.0,18.89,174,52,Monitor
STORE-01,PROD-1138,Household,5.4,87.4,5.0,117.30999999999999,177,50,Monitor
STORE-01,PROD-1139,Apparel,4.0,55.0,4.333333333333333,130.46,118,35,Monitor
STORE-01,PROD-1140,Household,10.0,146.0,10.0,29.97,296,160,Reorder
STORE-01,PROD-1141,Apparel,15.0,212.0,7.8,69.53,448,173,Monitor
STORE-01,PROD-1142,Household,26.0,266.0,5.0,117.45,826,177,Monitor
STORE-01,PROD-1143,Grocery,6.8,121.8,7.4,15.61,196,88,Monitor
STORE-01,PROD-1144,Grocery,7.5,163.0,8.5,30.87,249,108,Monitor
STORE-01,PROD-1146,Apparel,2.6666666666666665,35.166666666666664,7.5,75.84,82,46,Reorder
STORE-01,PROD-1147,Grocery,18.0,181.66666666666666,10.333333333333334,30.679999999999996,566,267,Reorder
STORE-01,PROD-1148,Grocery,8.0,34.0,5.0,27.93,227,67,Reorder
STORE-01,PROD-1150,Household,10.0,170.33333333333334,10.0,19.31,302,160,Monitor
STORE-01,PROD-1152,Household,7.5,88.0,10.0,96.63,224,127,Reorder
STORE-01,PROD-1153,Grocery,36.666666666666664,630.6666666666666,8.666666666666666,78.84,1232,414,Monitor
STORE-01,PROD-1154,Grocery,17.0,221.5,6.5,46.2,544,160,Monitor
STORE-01,PROD-1155,Electronics,1.75,33.25,4.5,388.63,51,21,Monitor
STORE-01,PROD-1156,Seasonal,14.0,176.0,5.0,86.92,419,105,Monitor
STORE-01,PROD-1157,Electronics,1.0,8.0,7.0,752.06,30,25,Reorder
STORE-01,PROD-1158,Grocery,6.5,105.5,7.5,130.03,192,86,Monitor
STORE-01,PROD-1159,Grocery,4.0,26.0,5.0,144.11,112,40,Reorder
STORE-01,PROD-1160,Apparel,14.857142857142858,244.71428571428572,8.857142857142858,55.99,461,195,Monitor
STORE-01,PROD-1161,Seasonal,17.0,330.0,8.5,14.05,443,209,Monitor
STORE-01,PROD-1162,Grocery,6.2,58.8,6.4,12.11,184,71,Reorder
STORE-01,PROD-1163,Apparel,3.0,43.0,6.666666666666667,38.3,87,44,Reorder
STORE-01,PROD-1164,Grocery,7.0,117.5,6.0,50.29,191,73,Monitor
STORE-01,PROD-1165,Grocery,35.0,336.5,10.5,41.54,1029,481,Reorder
STORE-01,PROD-1166,Electronics,6.0,72.0,6.25,245.18,173,67,Monitor
STORE-01,PROD-1167,Grocery,5.5,82.5,3.5,112.52,188,35,Monitor
STORE-01,PROD-1168,Grocery,6.333333333333333,95.83333333333333,7.166666666666667,145.18,209,80,Monitor
STORE-01,PROD-1169,Electronics,9.333333333333334,116.33333333333333,7.333333333333333,374.98,302,111,Monitor
STORE-01,PROD-1170,Electronics,2.6666666666666665,44.166666666666664,7.666666666666667,442.21,81,47,Reorder
STORE-01,PROD-1171,Health,10.6,79.8,7.2,81.89,308,120,Reorder
STORE-01,PROD-1172,Grocery,12.0,145.33333333333334,5.666666666666667,49.62,355,105,Monitor
STORE-01,PROD-1173,Grocery,11.333333333333334,150.66666666666666,7.333333333333333,52.54999999999999,399,129,Monitor
STORE-01,PROD-1174,Health,2.75,37.0,5.75,65.78,86,36,Monitor
STORE-01,PROD-1175,Grocery,8.0,129.5,5.0,11.14,255,67,Monitor
STORE-01,PROD-1176,Grocery,15.333333333333334,276.6666666666667,6.666666666666667,51.080000000000005,464,151,Monitor
STORE-01,PROD-1177,Household,15.5,234.5,7.5,29.24,490,171,Monitor
STORE-01,PROD-1178,Grocery,6.5,78.0,6.75,37.89,214,77,Monitor
STORE-01,PROD-1179,Household,1.5,17.5,8.5,107.1,48,37,Reorder
STORE-01,PROD-1180,Grocery,18.75,354.25,9.0,42.32,571,241,Monitor
STORE-01,PROD-1181,Apparel,16.75,233.25,8.5,32.22,505,207,Monitor
STORE-01,PROD-1182,Electronics,1.6666666666666667,12.666666666666666,9.0,430.41,55,41,Reorder
STORE-01,PROD-1183,Electronics,5.0,72.0,3.0,117.85,168,28,Monitor
STORE-01,PROD-1184,Grocery,6.666666666666667,93.0,6.166666666666667,143.22,205,72,Monitor
STORE-01,PROD-1185,Household,2.8,51.2,8.8,101.55,89,56,Reorder
STORE-01,PROD-1186,Grocery,7.8,127.0,5.2,31.55,246,68,Monitor
STORE-01,PROD-1187,Health,1.0,20.5,5.0,92.21,28,18,Monitor
STORE-01,PROD-1189,Household,3.3333333333333335,33.666666666666664,8.0,84.73,108,57,Reorder
STORE-01,PROD-1190,Grocery,7.0,72.5,7.5,28.37,230,91,Reorder
STORE-01,PROD-1191,Electronics,0.0,0.0,5.0,145.29,0,9,Reorder
STORE-01,PROD-1192,Grocery,7.285714285714286,106.0,7.571428571428571,37.24,241,94,Monitor
STORE-01,PROD-1193,Health,4.666666666666667,81.33333333333333,5.333333333333333,49.94,138,48,Monitor
STORE-01,PROD-1194,Apparel,13.2,165.2,6.0,112.35999999999999,407,120,Monitor
STORE-01,PROD-1195,Grocery,37.0,751.3333333333334,6.333333333333333,127.01,1225,305,Monitor
STORE-01,PROD-1196,Seasonal,4.0,56.0,7.0,29.6,109,56,Monitor
STORE-01,PROD-1197,Household,5.0,8.0,7.0,96.28,151,66,Reorder
STORE-01,PROD-1198,Household,6.0,106.0,14.0,28.96,200,151,Reorder
STORE-01,PROD-1200,Seasonal,1.8333333333333333,25.666666666666668,5.666666666666667,64.83,60,28,Reorder
STORE-01,PROD-1201,Health,6.5,95.5,4.0,61.92,211,46,Monitor
STORE-01,PROD-1202,Apparel,2.8,22.4,7.4,16.69,93,47,Reorder
STORE-01,PROD-1203,Grocery,20.5,267.0,8.5,57.6,588,245,Monitor
STORE-01,PROD-1204,Household,3.0,29.0,4.0,47.2,87,26,Monitor
STORE-01,PROD-1205,Grocery,6.5,66.5,5.0,78.69,194,57,Monitor
STORE-01,PROD-1206,Grocery,10.0,202.0,5.0,85.91,317,80,Monitor
STORE-01,PROD-1207,Household,20.142857142857142,291.42857142857144,8.857142857142858,138.84,566,252,Monitor
STORE-01,PROD-1208,Household,12.0,176.0,10.0,76.3,340,185,Reorder
STORE-01,PROD-1209,Health,6.0,42.5,3.0,74.75,195,32,Monitor
STORE-01,PROD-1211,Seasonal,12.0,215.33333333333334,8.0,89.45,384,148,Monitor
STORE-01,PROD-1212,Grocery,6.0,106.0,10.0,95.89,197,108,Reorder
STORE-01,PROD-1213,Grocery,17.4,291.0,9.0,92.4,555,226,Monitor
STORE-01,PROD-1214,Seasonal,8.333333333333334,105.0,5.0,31.12,262,69,Monitor
STORE-01,PROD-1215,Household,20.2,236.0,7.4,56.19,619,211,Monitor
STORE-01,PROD-1217,Seasonal,1.0,31.0,3.0,53.95,32,11,Monitor
STORE-01,PROD-1218,Health,11.5,147.75,6.5,101.44,381,116,Monitor
STORE-01,PROD-1219,Household,3.0,0.0,7.0,68.24,100,46,Reorder
STORE-01,PROD-1220,Household,2.6,25.2,6.8,36.87,79,41,Reorder
STORE-01,PROD-1221,Grocery,20.333333333333332,203.0,8.0,93.14,631,229,Reorder
STORE-01,PROD-1222,Health,18.0,441.0,10.0,47.86,601,258,Monitor
STORE-01,PROD-1223,Grocery,13.833333333333334,159.16666666666666,5.666666666666667,41.43,438,118,Monitor
STORE-01,PROD-1224,Household,11.25,150.5,8.5,38.73,358,149,Monitor
STORE-01,PROD-1225,Household,2.5,27.0,8.5,28.72,82,50,Reorder
STORE-01,PROD-1226,Grocery,6.25,81.25,5.0,99.88,189,55,Monitor
STORE-01,PROD-1227,Health,3.8,53.2,6.4,31.9,116,50,Monitor
STORE-01,PROD-1228,Household,16.0,218.0,7.0,41.12,480,164,Monitor
STORE-01,PROD-1229,Grocery,14.0,205.33333333333334,6.0,133.03,390,126,Monitor
STORE-01,PROD-1230,Grocery,16.0,240.8,6.8,45.49,498,159,Monitor
STORE-01,PROD-1231,Electronics,8.666666666666666,55.333333333333336,6.0,263.32,262,86,Reorder
STORE-01,PROD-1232,Electronics,2.6666666666666665,40.666666666666664,6.0,318.72,79,37,Monitor
STORE-01,PROD-1233,Grocery,14.5,204.0,6.0,85.89,416,130,Monitor
STORE-01,PROD-1234,Household,7.5,146.5,7.0,103.48,246,89,Monitor
STORE-01,PROD-1235,Electronics,2.0,1.0,10.5,82.37,64,54,Reorder
STORE-01,PROD-1236,Household,7.5,122.5,7.5,21.16,224,96,Monitor
STORE-01,PROD-1237,Household,7.0,158.0,7.0,86.77,209,85,Monitor
STORE-01,PROD-1238,Health,7.5,47.5,6.0,112.56,242,76,Reorder
STORE-01,PROD-1239,Household,19.6,298.2,4.2,37.87,570,117,Monitor
STORE-01,PROD-1240,Grocery,15.875,232.5,5.875,101.91,465,137,Monitor
STORE-01,PROD-1241,Grocery,36.0,596.3333333333334,7.666666666666667,18.35,1031,360,Monitor
STORE-01,PROD-1242,Apparel,9.333333333333334,155.0,5.0,47.82,292,76,Monitor
STORE-01,PROD-1243,Household,21.5,360.0,10.5,108.67,735,315,Monitor
STORE-01,PROD-1244,Health,2.0,27.5,7.166666666666667,124.89,54,37,Reorder
STORE-01,PROD-1245,Grocery,16.0,227.33333333333334,4.333333333333333,19.92,475,101,Monitor
STORE-01,PROD-1246,Household,8.5,111.5,6.25,20.19,254,88,Monitor
STORE-01,PROD-1247,Grocery,34.0,380.0,7.0,73.68,1179,313,Monitor
STORE-01,PROD-1248,Health,14.0,199.66666666666666,6.333333333333333,78.62,427,133,Monitor
STORE-01,PROD-1249,Household,10.666666666666666,213.0,9.666666666666666,118.68,280,163,Monitor
STORE-01,PROD-1250,Apparel,2.3333333333333335,11.666666666666666,6.333333333333333,146.66,71,36,Reorder
STORE-01,PROD-1251,Health,4.166666666666667,51.833333333333336,9.833333333333334,100.01,139,81,Reorder
STORE-01,PROD-1252,Household,7.333333333333333,120.66666666666667,6.333333333333333,116.95,219,79,Monitor
STORE-01,PROD-1253,Health,5.0,54.0,5.0,67.63,162,47,Monitor
STORE-01,PROD-1255,Grocery,4.0,63.5,4.0,74.33,133,32,Monitor
STORE-01,PROD-1256,Grocery,29.0,334.0,8.0,14.37,909,311,Monitor
STORE-01,PROD-1257,Health,1.0,6.0,7.0,90.5,32,25,Reorder
STORE-01,PROD-1258,Household,10.0,120.4,6.2,49.77,299,99,Monitor
STORE-01,PROD-1259,Grocery,7.5,112.5,7.5,65.26,214,96,Monitor
STORE-01,PROD-1260,Household,9.25,149.5,7.25,33.82,267,109,Monitor
STORE-01,PROD-1261,Health,2.0,17.0,5.0,42.64,59,26,Reorder
STORE-01,PROD-1262,Grocery,7.666666666666667,128.0,7.166666666666667,81.21,250,93,Monitor
STORE-01,PROD-1264,Grocery,33.0,670.5,7.5,28.04,1062,326,Monitor
STORE-01,PROD-1265,Grocery,40.666666666666664,548.3333333333334,5.666666666666667,13.88,1296,296,Monitor
STORE-01,PROD-1266,Grocery,15.75,194.5,8.25,28.79,504,191,Monitor
STORE-01,PROD-1267,Apparel,3.0,45.333333333333336,9.0,46.95000000000001,81,59,Reorder
STORE-01,PROD-1268,Household,8.0,113.0,7.5,130.19,252,100,Monitor
STORE-01,PROD-1269,Grocery,7.0,51.0,7.0,73.24,220,85,Reorder
STORE-01,PROD-1270,Grocery,19.666666666666668,198.33333333333334,8.0,127.24,603,223,Reorder
STORE-01,PROD-1271,Grocery,32.0,489.42857142857144,6.571428571428571,77.66,977,278,Monitor
STORE-01,PROD-1272,Household,4.666666666666667,54.333333333333336,5.0,4.82,160,45,Monitor
STORE-01,PROD-1274,Apparel,7.8,93.8,9.6,61.38000000000001,235,126,Reorder
STORE-01,PROD-1275,Household,5.5,92.0,5.25,120.41,171,53,Monitor
STORE-01,PROD-1276,Health,2.75,35.5,5.75,71.92,86,36,Reorder
STORE-01,PROD-1277,Electronics,4.0,74.5,7.0,129.5,118,56,Monitor
STORE-01,PROD-1278,Grocery,10.2,125.4,6.0,23.19,321,97,Monitor
STORE-01,PROD-1279,Health,7.0,94.0,3.0,50.06,216,36,Monitor
STORE-01,PROD-1280,Apparel,9.333333333333334,127.66666666666667,5.0,159.31,290,76,Monitor
STORE-01,PROD-1281,Grocery,10.0,171.0,10.0,21.26,259,160,Monitor
STORE-01,PROD-1282,Electronics,3.2,38.6,8.6,516.87,94,59,Reorder
STORE-01,PROD-1283,Health,7.666666666666667,59.0,5.666666666666667,113.40000000000002,229,73,Reorder
STORE-01,PROD-1284,Grocery,7.0,66.5,6.0,114.32,211,73,Reorder
STORE-01,PROD-1285,Grocery,5.0,126.0,7.0,123.46,137,66,Monitor
STORE-01,PROD-1286,Household,4.0,74.0,8.5,49.09,120,68,Monitor
STORE-01,PROD-1287,Seasonal,6.0,64.8,8.4,62.17999999999999,187,90,Reorder
STORE-01,PROD-1288,Grocery,18.5,243.0,3.0,25.26,599,79,Monitor
STORE-01,PROD-1289,Health,9.5,108.5,5.0,100.01,300,77,Monitor
STORE-01,PROD-1290,Grocery,5.75,88.25,7.25,125.65,178,76,Monitor
STORE-01,PROD-1291,Apparel,9.0,133.66666666666666,9.666666666666666,25.08,290,142,Reorder
STORE-01,PROD-1292,Grocery,32.0,431.6666666666667,5.0,70.79,976,212,Monitor
STORE-01,PROD-1293,Grocery,13.0,233.0,4.0,17.97,402,79,Monitor
STORE-01,PROD-1294,Household,5.333333333333333,47.666666666666664,11.666666666666666,99.66000000000001,162,115,Reorder
STORE-01,PROD-1295,Health,3.8,48.4,5.8,71.98,115,45,Monitor
STORE-01,PROD-1296,Grocery,27.333333333333332,438.6666666666667,7.166666666666667,26.7,829,265,Monitor
STORE-01,PROD-1297,Health,16.75,157.5,5.75,53.59,541,140,Monitor
STORE-01,PROD-1298,Apparel,18.5,228.0,7.25,84.86,645,192,Monitor
STORE-01,PROD-1299,Household,6.666666666666667,100.66666666666667,6.0,99.73,202,70,Monitor
STORE-01,PROD-1300,Electronics,1.7142857142857142,25.714285714285715,5.857142857142857,315.46999999999997,52,27,Reorder
STORE-01,PROD-1301,Grocery,31.5,544.0,10.0,84.42,924,418,Monitor
STORE-01,PROD-1302,Grocery,5.5,83.0,6.0,31.17,167,61,Monitor
STORE-01,PROD-1303,Household,10.5,140.0,8.5,26.29,329,141,Reorder
STORE-01,PROD-1304,Health,2.0,36.0,9.0,20.85,60,46,Reorder
STORE-01,PROD-1305,Household,4.666666666666667,87.0,5.666666666666667,25.23,140,51,Monitor
STORE-01,PROD-1306,Household,7.5,117.33333333333333,5.833333333333333,89.06,247,74,Monitor
STORE-01,PROD-1307,Apparel,4.0,41.75,8.5,64.79,99,68,Reorder
STORE-01,PROD-1308,Grocery,14.75,257.5,6.75,112.05,458,148,Monitor
STORE-01,PROD-1309,Health,2.0,0.0,3.0,140.49,64,15,Reorder
STORE-01,PROD-1310,Health,4.0,52.0,6.0,84.23,117,48,Monitor
STORE-01,PROD-1311,Household,6.5,104.5,3.0,56.91,214,34,Monitor
STORE-01,PROD-1312,Grocery,13.666666666666666,213.0,7.333333333333333,24.929999999999996,441,151,Monitor
STORE-01,PROD-1313,Apparel,2.5,34.5,7.0,79.65,73,41,Reorder
STORE-01,PROD-1314,Household,6.0,57.666666666666664,10.333333333333334,73.48,179,111,Reorder
STORE-01,PROD-1316,Apparel,2.0,13.0,14.0,46.26,65,72,Reorder
STORE-01,PROD-1317,Grocery,15.5,168.5,6.5,63.78,479,148,Monitor
STORE-01,PROD-1318,Apparel,1.0,19.5,9.5,21.89,31,34,Reorder
STORE-01,PROD-1319,Grocery,33.0,517.0,14.0,53.0,1015,609,Reorder
